Washington (PST) SNOTEL Site Marten Ridge - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Jul 26 08:46:16 GMT-08:00 2023. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.,,,
,,,
Site Id,Date,Time,SNWD.I-1 (in) 
999,1/1/2021,,83
999,1/2/2021,,79
999,1/3/2021,,87
999,1/4/2021,,90
999,1/5/2021,,95
999,1/6/2021,,103
999,1/7/2021,,102
999,1/8/2021,,98
999,1/9/2021,,96
999,1/10/2021,,97
999,1/11/2021,,96
999,1/12/2021,,97
999,1/13/2021,,94
999,1/14/2021,,92
999,1/15/2021,,91
999,1/16/2021,,89
999,1/17/2021,,89
999,1/18/2021,,93
999,1/19/2021,,91
999,1/20/2021,,91
999,1/21/2021,,90
999,1/22/2021,,90
999,1/23/2021,,90
999,1/24/2021,,89
999,1/25/2021,,93
999,1/26/2021,,92
999,1/27/2021,,93
999,1/28/2021,,93
999,1/29/2021,,95
999,1/30/2021,,95
999,1/31/2021,,103
999,2/1/2021,,102
999,2/2/2021,,100
999,2/3/2021,,106
999,2/4/2021,,103
999,2/5/2021,,117
999,2/6/2021,,114
999,2/7/2021,,127
999,2/8/2021,,127
999,2/9/2021,,128
999,2/10/2021,,125
999,2/11/2021,,125
999,2/12/2021,,123
999,2/13/2021,,124
999,2/14/2021,,133
999,2/15/2021,,133
999,2/16/2021,,135
999,2/17/2021,,139
999,2/18/2021,,135
999,2/19/2021,,140
999,2/20/2021,,143
999,2/21/2021,,146
999,2/22/2021,,149
999,2/23/2021,,145
999,2/24/2021,,148
999,2/25/2021,,143
999,2/26/2021,,159
999,2/27/2021,,160
999,2/28/2021,,157
999,3/1/2021,,154
999,3/2/2021,,152
999,3/3/2021,,149
999,3/4/2021,,148
999,3/5/2021,,146
999,3/6/2021,,144
999,3/7/2021,,144
999,3/8/2021,,150
999,3/9/2021,,147
999,3/10/2021,,145
999,3/11/2021,,143
999,3/12/2021,,142
999,3/13/2021,,141
999,3/14/2021,,140
999,3/15/2021,,144
999,3/16/2021,,141
999,3/17/2021,,141
999,3/18/2021,,140
999,3/19/2021,,140
999,3/20/2021,,142
999,3/21/2021,,145
999,3/22/2021,,158
999,3/23/2021,,156
999,3/24/2021,,157
999,3/25/2021,,162
999,3/26/2021,,157
999,3/27/2021,,155
999,3/28/2021,,153
999,3/29/2021,,163
999,3/30/2021,,159
999,3/31/2021,,157
999,4/1/2021,,154
999,4/2/2021,,151
999,4/3/2021,,149
999,4/4/2021,,147
999,4/5/2021,,146
999,4/6/2021,,146
999,4/7/2021,,145
999,4/8/2021,,153
999,4/9/2021,,153
999,4/10/2021,,157
999,4/11/2021,,156
999,4/12/2021,,153
999,4/13/2021,,151
999,4/14/2021,,149
999,4/15/2021,,147
999,4/16/2021,,144
999,4/17/2021,,142
999,4/18/2021,,140
999,4/19/2021,,138
999,4/20/2021,,136
999,4/21/2021,,134
999,4/22/2021,,133
999,4/23/2021,,131
999,4/24/2021,,130
999,4/25/2021,,129
999,4/26/2021,,129
999,4/27/2021,,128
999,4/28/2021,,127
999,4/29/2021,,126
999,4/30/2021,,123
999,5/1/2021,,121
999,5/2/2021,,121
999,5/3/2021,,119
999,5/4/2021,,118
999,5/5/2021,,116
999,5/6/2021,,114
999,5/7/2021,,113
999,5/8/2021,,116
999,5/9/2021,,116
999,5/10/2021,,115
999,5/11/2021,,114
999,5/12/2021,,111
999,5/13/2021,,109
999,5/14/2021,,107
999,5/15/2021,,104
999,5/16/2021,,101
999,5/17/2021,,98
999,5/18/2021,,97
999,5/19/2021,,96
999,5/20/2021,,96
999,5/21/2021,,95
999,5/22/2021,,93
999,5/23/2021,,91
999,5/24/2021,,89
999,5/25/2021,,88
999,5/26/2021,,86
999,5/27/2021,,84
999,5/28/2021,,83
999,5/29/2021,,83
999,5/30/2021,,80
999,5/31/2021,,78
999,6/1/2021,,76
999,6/2/2021,,72
999,6/3/2021,,68
999,6/4/2021,,66
999,6/5/2021,,62
999,6/6/2021,,61
999,6/7/2021,,61
999,6/8/2021,,58
999,6/9/2021,,54
999,6/10/2021,,52
999,6/11/2021,,52
999,6/12/2021,,49
999,6/13/2021,,46
999,6/14/2021,,43
999,6/15/2021,,41
999,6/16/2021,,39
999,6/17/2021,,37
999,6/18/2021,,34
999,6/19/2021,,29
999,6/20/2021,,28
999,6/21/2021,,24
999,6/22/2021,,20
999,6/23/2021,,17
999,6/24/2021,,10
999,6/25/2021,,7
999,6/26/2021,,4
999,6/27/2021,,0
999,6/28/2021,,0
999,6/29/2021,,0
999,6/30/2021,,0
999,7/1/2021,,0
999,7/2/2021,,0
999,7/3/2021,,0
999,7/4/2021,,0
999,7/5/2021,,0
999,7/6/2021,,0
999,7/7/2021,,0
999,7/8/2021,,0
999,7/9/2021,,0
999,7/10/2021,,0
999,7/11/2021,,0
999,7/12/2021,,0
999,7/13/2021,,0
999,7/14/2021,,0
999,7/15/2021,,0
999,7/16/2021,,0
999,7/17/2021,,0
999,7/18/2021,,0
999,7/19/2021,,0
999,7/20/2021,,0
999,7/21/2021,,0
999,7/22/2021,,0
999,7/23/2021,,0
999,7/24/2021,,0
999,7/25/2021,,0
999,7/26/2021,,0
999,7/27/2021,,0
999,7/28/2021,,0
999,7/29/2021,,0
999,7/30/2021,,0
999,7/31/2021,,0
999,8/1/2021,,0
999,8/2/2021,,0
999,8/3/2021,,0
999,8/4/2021,,0
999,8/5/2021,,0
999,8/6/2021,,0
999,8/7/2021,,0
999,8/8/2021,,0
999,8/9/2021,,0
999,8/10/2021,,0
999,8/11/2021,,0
999,8/12/2021,,0
999,8/13/2021,,0
999,8/14/2021,,0
999,8/15/2021,,0
999,8/16/2021,,0
999,8/17/2021,,0
999,8/18/2021,,0
999,8/19/2021,,0
999,8/20/2021,,0
999,8/21/2021,,0
999,8/22/2021,,0
999,8/23/2021,,0
999,8/24/2021,,0
999,8/25/2021,,0
999,8/26/2021,,0
999,8/27/2021,,0
999,8/28/2021,,0
999,8/29/2021,,0
999,8/30/2021,,0
999,8/31/2021,,0
999,9/1/2021,,0
999,9/2/2021,,0
999,9/3/2021,,0
999,9/4/2021,,0
999,9/5/2021,,0
999,9/6/2021,,0
999,9/7/2021,,0
999,9/8/2021,,0
999,9/9/2021,,0
999,9/10/2021,,-99.9
999,9/11/2021,,-99.9
999,9/12/2021,,-99.9
999,9/13/2021,,-99.9
999,9/14/2021,,-99.9
999,9/15/2021,,-99.9
999,9/16/2021,,0
999,9/17/2021,,0
999,9/18/2021,,0
999,9/19/2021,,0
999,9/20/2021,,0
999,9/21/2021,,0
999,9/22/2021,,0
999,9/23/2021,,0
999,9/24/2021,,0
999,9/25/2021,,0
999,9/26/2021,,0
999,9/27/2021,,0
999,9/28/2021,,0
999,9/29/2021,,0
999,9/30/2021,,0
999,9/30/2021,23:59,-99.9
999,10/1/2021,,0
999,10/2/2021,,0
999,10/3/2021,,0
999,10/4/2021,,0
999,10/5/2021,,0
999,10/6/2021,,0
999,10/7/2021,,0
999,10/8/2021,,0
999,10/9/2021,,0
999,10/10/2021,,0
999,10/11/2021,,0
999,10/12/2021,,0
999,10/13/2021,,1
999,10/14/2021,,1
999,10/15/2021,,0
999,10/16/2021,,0
999,10/17/2021,,0
999,10/18/2021,,0
999,10/19/2021,,0
999,10/20/2021,,0
999,10/21/2021,,0
999,10/22/2021,,0
999,10/23/2021,,0
999,10/24/2021,,0
999,10/25/2021,,0
999,10/26/2021,,0
999,10/27/2021,,0
999,10/28/2021,,0
999,10/29/2021,,0
999,10/30/2021,,0
999,10/31/2021,,0
999,11/1/2021,,0
999,11/2/2021,,0
999,11/3/2021,,0
999,11/4/2021,,0
999,11/5/2021,,0
999,11/6/2021,,0
999,11/7/2021,,12
999,11/8/2021,,14
999,11/9/2021,,14
999,11/10/2021,,17
999,11/11/2021,,18
999,11/12/2021,,12
999,11/13/2021,,8
999,11/14/2021,,13
999,11/15/2021,,7
999,11/16/2021,,4
999,11/17/2021,,7
999,11/18/2021,,7
999,11/19/2021,,12
999,11/20/2021,,11
999,11/21/2021,,11
999,11/22/2021,,11
999,11/23/2021,,11
999,11/24/2021,,17
999,11/25/2021,,18
999,11/26/2021,,22
999,11/27/2021,,19
999,11/28/2021,,15
999,11/29/2021,,11
999,11/30/2021,,10
999,12/1/2021,,8
999,12/2/2021,,6
999,12/3/2021,,5
999,12/4/2021,,8
999,12/5/2021,,15
999,12/6/2021,,15
999,12/7/2021,,21
999,12/8/2021,,18
999,12/9/2021,,20
999,12/10/2021,,28
999,12/11/2021,,40
999,12/12/2021,,50
999,12/13/2021,,55
999,12/14/2021,,51
999,12/15/2021,,50
999,12/16/2021,,50
999,12/17/2021,,50
999,12/18/2021,,50
999,12/19/2021,,63
999,12/20/2021,,60
999,12/21/2021,,57
999,12/22/2021,,59
999,12/23/2021,,65
999,12/24/2021,,66
999,12/25/2021,,70
999,12/26/2021,,73
999,12/27/2021,,76
999,12/28/2021,,75
999,12/29/2021,,75
999,12/30/2021,,74
999,12/31/2021,,73
